,HAPPY,LIFE,AGE,CONINC,PARTYID,SOCOMMUN,SOCFREND,SOCBAR,SOCREL,HAPPARTNER,FAIR_C,TRUST_C,HELPFUl_C,CONINC_CAT,PARTYID_CAT
2794,2.0,2.0,19.0,,5.0,,,,,,3.0,2.0,3.0,,NOT VERY STRONG REPUBLICAN
2796,2.0,,30.0,55440.0,4.0,7.0,4.0,7.0,7.0,1.0,3.0,2.0,3.0,"$50,000-74,999","INDEPENDENT, CLOSE TO REPUBLICAN"
2798,3.0,3.0,,30240.0,3.0,,,,,,3.0,3.0,3.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2799,2.0,2.0,59.0,21840.0,0.0,,,,,2.0,2.0,2.0,2.0,"$20,000-24,999",STRONG DEMOCRAT
2801,2.0,2.0,44.0,,3.0,,,,,,2.0,2.0,1.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
2803,2.0,1.0,41.0,55440.0,4.0,,,,,,2.0,1.0,1.0,"$50,000-74,999","INDEPENDENT, CLOSE TO REPUBLICAN"
2805,1.0,2.0,69.0,45360.0,0.0,,,,,,2.0,1.0,1.0,"$40,000-49,999",STRONG DEMOCRAT
2809,2.0,2.0,28.0,36960.0,0.0,,,,,,1.0,2.0,2.0,"$30,000-39,999",STRONG DEMOCRAT
2810,1.0,1.0,40.0,168736.0,1.0,,,,,1.0,2.0,1.0,1.0,"$100,000-999,999",NOT VERY STRONG DEMOCRAT
2825,1.0,2.0,,107520.0,0.0,,,,,1.0,1.0,1.0,1.0,"$100,000-999,999",STRONG DEMOCRAT
2826,3.0,,36.0,36960.0,1.0,5.0,4.0,5.0,3.0,,2.0,1.0,2.0,"$30,000-39,999",NOT VERY STRONG DEMOCRAT
2827,1.0,1.0,65.0,94080.0,1.0,,,,,1.0,2.0,1.0,1.0,"$75,000-99,999",NOT VERY STRONG DEMOCRAT
2828,2.0,,26.0,45360.0,5.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,"$40,000-49,999",NOT VERY STRONG REPUBLICAN
2829,2.0,,34.0,55440.0,0.0,7.0,2.0,3.0,5.0,,1.0,2.0,1.0,"$50,000-74,999",STRONG DEMOCRAT
2830,2.0,,60.0,,6.0,7.0,5.0,6.0,7.0,,2.0,2.0,3.0,,STRONG REPUBLICAN
2831,1.0,,,,0.0,3.0,2.0,6.0,4.0,,2.0,1.0,1.0,,STRONG DEMOCRAT
2833,2.0,2.0,21.0,,2.0,,,,,,3.0,2.0,3.0,,"INDEPENDENT, CLOSE TO DEMOCRAT"
2837,2.0,3.0,73.0,14280.0,3.0,,,,,,3.0,3.0,3.0,"$12,000-14,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2840,2.0,1.0,19.0,21840.0,6.0,,,,,,1.0,2.0,2.0,"$20,000-24,999",STRONG REPUBLICAN
2842,2.0,,77.0,30240.0,2.0,7.0,3.0,7.0,4.0,,2.0,1.0,1.0,"$30,000-39,999","INDEPENDENT, CLOSE TO DEMOCRAT"
2843,2.0,2.0,66.0,,7.0,,,,,2.0,2.0,1.0,1.0,,OTHER PARTY 
2853,2.0,2.0,61.0,168736.0,1.0,,,,,1.0,2.0,1.0,2.0,"$100,000-999,999",NOT VERY STRONG DEMOCRAT
2854,2.0,1.0,30.0,55440.0,3.0,,,,,2.0,3.0,3.0,3.0,"$50,000-74,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2872,2.0,,65.0,5040.0,3.0,6.0,6.0,7.0,6.0,2.0,1.0,2.0,2.0,"$5,000-5,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2873,2.0,2.0,57.0,9240.0,3.0,,,,,,1.0,2.0,2.0,"$9,000-9,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2876,1.0,2.0,32.0,4368.0,6.0,,,,,2.0,1.0,2.0,3.0,"$4,000-4,999",STRONG REPUBLICAN
2877,2.0,2.0,65.0,12600.0,0.0,,,,,,1.0,2.0,2.0,"$12,000-14,999",STRONG DEMOCRAT
2880,1.0,2.0,34.0,25200.0,3.0,,,,,,2.0,2.0,2.0,"$25,000-29,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2881,2.0,,30.0,94080.0,0.0,6.0,5.0,6.0,5.0,2.0,1.0,2.0,2.0,"$75,000-99,999",STRONG DEMOCRAT
2887,3.0,2.0,58.0,30240.0,1.0,,,,,,1.0,1.0,1.0,"$30,000-39,999",NOT VERY STRONG DEMOCRAT
2889,3.0,,45.0,15960.0,0.0,4.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,"$15,000-19,999",STRONG DEMOCRAT
2897,2.0,2.0,39.0,45360.0,3.0,,,,,1.0,1.0,3.0,2.0,"$40,000-49,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2901,1.0,,37.0,,6.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,,STRONG REPUBLICAN
2902,2.0,1.0,26.0,,3.0,,,,,,3.0,2.0,3.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
2908,1.0,1.0,40.0,6048.0,5.0,,,,,1.0,2.0,3.0,3.0,"$6,000-6,999",NOT VERY STRONG REPUBLICAN
2912,1.0,1.0,34.0,25200.0,3.0,,,,,1.0,1.0,2.0,2.0,"$25,000-29,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2913,2.0,2.0,,,3.0,,,,,,1.0,,,,"INDEPENDENT (NEITHER, NO RESPONSE)"
2914,3.0,,31.0,,3.0,7.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
2916,2.0,,72.0,36960.0,6.0,5.0,5.0,7.0,3.0,2.0,1.0,2.0,2.0,"$30,000-39,999",STRONG REPUBLICAN
2919,3.0,1.0,88.0,168736.0,6.0,,,,,,1.0,1.0,2.0,"$100,000-999,999",STRONG REPUBLICAN
2921,2.0,,46.0,67200.0,5.0,5.0,6.0,5.0,3.0,2.0,3.0,2.0,3.0,"$50,000-74,999",NOT VERY STRONG REPUBLICAN
2922,3.0,,76.0,30240.0,2.0,5.0,6.0,7.0,7.0,,1.0,2.0,1.0,"$30,000-39,999","INDEPENDENT, CLOSE TO DEMOCRAT"
2923,3.0,1.0,80.0,168736.0,6.0,,,,,,2.0,1.0,1.0,"$100,000-999,999",STRONG REPUBLICAN
2924,2.0,2.0,39.0,107520.0,5.0,,,,,2.0,1.0,2.0,1.0,"$100,000-999,999",NOT VERY STRONG REPUBLICAN
2931,2.0,,26.0,67200.0,0.0,7.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,"$50,000-74,999",STRONG DEMOCRAT
2934,2.0,,77.0,45360.0,4.0,6.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,"$40,000-49,999","INDEPENDENT, CLOSE TO REPUBLICAN"
2940,3.0,3.0,30.0,12600.0,6.0,,,,,,1.0,2.0,3.0,"$12,000-14,999",STRONG REPUBLICAN
2942,2.0,,76.0,15960.0,2.0,4.0,4.0,6.0,4.0,,2.0,1.0,1.0,"$15,000-19,999","INDEPENDENT, CLOSE TO DEMOCRAT"
2944,1.0,1.0,40.0,107520.0,0.0,,,,,,1.0,1.0,1.0,"$100,000-999,999",STRONG DEMOCRAT
2946,2.0,,19.0,55440.0,0.0,4.0,2.0,7.0,2.0,,2.0,1.0,1.0,"$50,000-74,999",STRONG DEMOCRAT
2956,2.0,,52.0,55440.0,2.0,7.0,3.0,3.0,5.0,,1.0,2.0,2.0,"$50,000-74,999","INDEPENDENT, CLOSE TO DEMOCRAT"
2958,3.0,1.0,69.0,14280.0,0.0,,,,,3.0,1.0,2.0,1.0,"$12,000-14,999",STRONG DEMOCRAT
2959,2.0,1.0,48.0,36960.0,6.0,,,,,1.0,2.0,1.0,1.0,"$30,000-39,999",STRONG REPUBLICAN
2963,3.0,2.0,29.0,36960.0,4.0,,,,,,1.0,2.0,2.0,"$30,000-39,999","INDEPENDENT, CLOSE TO REPUBLICAN"
2966,2.0,,41.0,12600.0,3.0,7.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,"$12,000-14,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2969,2.0,,58.0,168736.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,"$100,000-999,999","INDEPENDENT, CLOSE TO REPUBLICAN"
2979,1.0,,46.0,168736.0,5.0,6.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,"$100,000-999,999",NOT VERY STRONG REPUBLICAN
2983,2.0,,73.0,45360.0,3.0,7.0,7.0,7.0,3.0,2.0,3.0,3.0,3.0,"$40,000-49,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2985,2.0,2.0,32.0,80640.0,7.0,,,,,2.0,1.0,2.0,1.0,"$75,000-99,999",OTHER PARTY 
2987,1.0,,56.0,168736.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,"$100,000-999,999","INDEPENDENT, CLOSE TO DEMOCRAT"
2989,1.0,2.0,26.0,36960.0,6.0,,,,,1.0,1.0,2.0,2.0,"$30,000-39,999",STRONG REPUBLICAN
2991,2.0,2.0,32.0,7560.0,2.0,,,,,,2.0,1.0,2.0,"$7,000-7,999","INDEPENDENT, CLOSE TO DEMOCRAT"
2993,2.0,,25.0,25200.0,3.0,7.0,3.0,4.0,3.0,,2.0,2.0,1.0,"$25,000-29,999","INDEPENDENT (NEITHER, NO RESPONSE)"
2999,2.0,1.0,44.0,14280.0,7.0,,,,,,2.0,1.0,2.0,"$12,000-14,999",OTHER PARTY 
3000,3.0,,72.0,9240.0,0.0,4.0,4.0,7.0,5.0,,1.0,2.0,1.0,"$9,000-9,999",STRONG DEMOCRAT
3001,3.0,,41.0,45360.0,1.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,"$40,000-49,999",NOT VERY STRONG DEMOCRAT
3012,2.0,2.0,57.0,45360.0,3.0,,,,,1.0,2.0,2.0,1.0,"$40,000-49,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3013,2.0,,20.0,18480.0,7.0,7.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,"$15,000-19,999",OTHER PARTY 
3018,2.0,,32.0,30240.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,"$30,000-39,999",STRONG DEMOCRAT
3029,1.0,,28.0,67200.0,3.0,7.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,"$50,000-74,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3031,3.0,2.0,33.0,45360.0,0.0,,,,,3.0,3.0,1.0,3.0,"$40,000-49,999",STRONG DEMOCRAT
3033,2.0,,89.0,55440.0,1.0,7.0,7.0,6.0,1.0,,3.0,1.0,1.0,"$50,000-74,999",NOT VERY STRONG DEMOCRAT
3034,3.0,1.0,36.0,30240.0,3.0,,,,,1.0,2.0,1.0,1.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3035,2.0,,40.0,,7.0,6.0,7.0,7.0,6.0,,2.0,1.0,1.0,,OTHER PARTY 
3037,3.0,,27.0,36960.0,3.0,7.0,4.0,6.0,4.0,,1.0,2.0,1.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3039,3.0,2.0,30.0,,3.0,,,,,,1.0,2.0,2.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
3044,1.0,2.0,29.0,,0.0,,,,,1.0,2.0,3.0,3.0,,STRONG DEMOCRAT
3049,3.0,,36.0,21840.0,2.0,1.0,1.0,7.0,4.0,3.0,1.0,2.0,3.0,"$20,000-24,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3052,3.0,3.0,68.0,9240.0,1.0,,,,,,1.0,2.0,2.0,"$9,000-9,999",NOT VERY STRONG DEMOCRAT
3053,3.0,,24.0,18480.0,1.0,2.0,4.0,4.0,4.0,,1.0,2.0,2.0,"$15,000-19,999",NOT VERY STRONG DEMOCRAT
3056,3.0,2.0,31.0,3024.0,3.0,,,,,,1.0,1.0,1.0,"$3,000-3,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3064,3.0,,46.0,30240.0,5.0,7.0,5.0,6.0,3.0,2.0,1.0,2.0,1.0,"$30,000-39,999",NOT VERY STRONG REPUBLICAN
3067,3.0,2.0,56.0,18480.0,5.0,,,,,,1.0,2.0,1.0,"$15,000-19,999",NOT VERY STRONG REPUBLICAN
3068,2.0,1.0,62.0,45360.0,3.0,,,,,3.0,1.0,1.0,1.0,"$40,000-49,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3069,2.0,1.0,76.0,80640.0,6.0,,,,,,2.0,1.0,3.0,"$75,000-99,999",STRONG REPUBLICAN
3070,2.0,,38.0,21840.0,3.0,6.0,4.0,5.0,4.0,,2.0,2.0,2.0,"$20,000-24,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3072,2.0,,47.0,,3.0,7.0,7.0,7.0,7.0,2.0,1.0,2.0,2.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
3074,2.0,,50.0,7560.0,3.0,7.0,5.0,5.0,5.0,,2.0,2.0,3.0,"$7,000-7,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3078,2.0,2.0,57.0,94080.0,4.0,,,,,1.0,1.0,1.0,2.0,"$75,000-99,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3080,2.0,2.0,51.0,55440.0,0.0,,,,,1.0,3.0,1.0,1.0,"$50,000-74,999",STRONG DEMOCRAT
3083,2.0,,60.0,45360.0,4.0,7.0,5.0,6.0,3.0,,2.0,1.0,1.0,"$40,000-49,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3086,2.0,1.0,52.0,168736.0,6.0,,,,,,1.0,2.0,2.0,"$100,000-999,999",STRONG REPUBLICAN
3089,3.0,,27.0,21840.0,4.0,7.0,6.0,6.0,5.0,,1.0,2.0,2.0,"$20,000-24,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3090,1.0,1.0,59.0,36960.0,6.0,,,,,,1.0,1.0,1.0,"$30,000-39,999",STRONG REPUBLICAN
3091,2.0,2.0,33.0,80640.0,3.0,,,,,1.0,1.0,3.0,3.0,"$75,000-99,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3092,2.0,,62.0,67200.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,"$50,000-74,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3096,3.0,,23.0,36960.0,5.0,6.0,5.0,7.0,2.0,,3.0,3.0,3.0,"$30,000-39,999",NOT VERY STRONG REPUBLICAN
3101,1.0,,64.0,80640.0,0.0,4.0,5.0,7.0,4.0,2.0,2.0,1.0,1.0,"$75,000-99,999",STRONG DEMOCRAT
3102,2.0,2.0,57.0,9240.0,3.0,,,,,,3.0,3.0,3.0,"$9,000-9,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3105,2.0,,70.0,55440.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,"$50,000-74,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3107,2.0,,50.0,,6.0,3.0,4.0,6.0,3.0,,3.0,2.0,2.0,,STRONG REPUBLICAN
3110,3.0,,58.0,45360.0,0.0,7.0,4.0,5.0,6.0,,2.0,2.0,1.0,"$40,000-49,999",STRONG DEMOCRAT
3114,3.0,,27.0,,7.0,7.0,3.0,7.0,3.0,,1.0,2.0,2.0,,OTHER PARTY 
3115,2.0,,33.0,45360.0,0.0,2.0,3.0,4.0,6.0,,3.0,2.0,3.0,"$40,000-49,999",STRONG DEMOCRAT
3119,2.0,,53.0,,5.0,7.0,5.0,6.0,3.0,,1.0,2.0,2.0,,NOT VERY STRONG REPUBLICAN
3120,1.0,2.0,62.0,55440.0,6.0,,,,,1.0,1.0,2.0,2.0,"$50,000-74,999",STRONG REPUBLICAN
3126,2.0,,56.0,9240.0,2.0,2.0,5.0,6.0,7.0,,1.0,2.0,1.0,"$9,000-9,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3128,2.0,,45.0,36960.0,0.0,3.0,3.0,6.0,4.0,,2.0,1.0,1.0,"$30,000-39,999",STRONG DEMOCRAT
3129,2.0,,47.0,30240.0,0.0,3.0,3.0,4.0,6.0,,2.0,1.0,1.0,"$30,000-39,999",STRONG DEMOCRAT
3131,2.0,,24.0,67200.0,1.0,7.0,2.0,4.0,2.0,,2.0,3.0,3.0,"$50,000-74,999",NOT VERY STRONG DEMOCRAT
3133,3.0,2.0,29.0,,3.0,,,,,,1.0,2.0,2.0,,"INDEPENDENT (NEITHER, NO RESPONSE)"
3143,2.0,,53.0,18480.0,6.0,7.0,5.0,7.0,5.0,,1.0,3.0,3.0,"$15,000-19,999",STRONG REPUBLICAN
3146,2.0,,54.0,9240.0,3.0,7.0,6.0,6.0,5.0,,2.0,2.0,3.0,"$9,000-9,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3159,2.0,,32.0,94080.0,4.0,7.0,7.0,7.0,6.0,2.0,3.0,3.0,3.0,"$75,000-99,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3163,2.0,,31.0,14280.0,3.0,6.0,6.0,6.0,7.0,,1.0,2.0,2.0,"$12,000-14,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3179,3.0,,34.0,9240.0,5.0,7.0,7.0,7.0,5.0,,1.0,2.0,3.0,"$9,000-9,999",NOT VERY STRONG REPUBLICAN
3184,2.0,2.0,26.0,25200.0,3.0,,,,,1.0,1.0,2.0,2.0,"$25,000-29,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3186,1.0,2.0,75.0,,6.0,,,,,1.0,3.0,1.0,1.0,,STRONG REPUBLICAN
3189,1.0,1.0,34.0,18480.0,3.0,,,,,1.0,1.0,2.0,2.0,"$15,000-19,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3191,2.0,,67.0,45360.0,3.0,3.0,4.0,7.0,3.0,1.0,3.0,3.0,3.0,"$40,000-49,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3204,2.0,,42.0,67200.0,3.0,7.0,2.0,2.0,7.0,2.0,3.0,3.0,3.0,"$50,000-74,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3205,2.0,,39.0,25200.0,4.0,6.0,2.0,5.0,1.0,,2.0,1.0,1.0,"$25,000-29,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3217,2.0,2.0,35.0,168736.0,5.0,,,,,1.0,1.0,2.0,2.0,"$100,000-999,999",NOT VERY STRONG REPUBLICAN
3220,1.0,1.0,63.0,80640.0,4.0,,,,,1.0,2.0,3.0,3.0,"$75,000-99,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3223,2.0,,65.0,107520.0,0.0,4.0,4.0,7.0,4.0,,2.0,2.0,1.0,"$100,000-999,999",STRONG DEMOCRAT
3226,3.0,3.0,44.0,67200.0,4.0,,,,,3.0,3.0,3.0,3.0,"$50,000-74,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3227,2.0,,48.0,,0.0,7.0,4.0,7.0,2.0,,2.0,1.0,1.0,,STRONG DEMOCRAT
3228,3.0,,38.0,45360.0,5.0,6.0,5.0,4.0,1.0,,1.0,3.0,2.0,"$40,000-49,999",NOT VERY STRONG REPUBLICAN
3244,1.0,,44.0,45360.0,5.0,5.0,5.0,7.0,2.0,1.0,2.0,2.0,1.0,"$40,000-49,999",NOT VERY STRONG REPUBLICAN
3247,2.0,,61.0,168736.0,0.0,7.0,2.0,7.0,3.0,1.0,1.0,3.0,1.0,"$100,000-999,999",STRONG DEMOCRAT
3248,3.0,,31.0,1344.0,6.0,5.0,4.0,5.0,1.0,,1.0,3.0,2.0,"$1,000-1,999 ",STRONG REPUBLICAN
3251,2.0,2.0,66.0,14280.0,5.0,,,,,2.0,2.0,2.0,3.0,"$12,000-14,999",NOT VERY STRONG REPUBLICAN
3255,2.0,2.0,37.0,6048.0,3.0,,,,,,1.0,2.0,2.0,"$6,000-6,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3257,2.0,,51.0,21840.0,4.0,7.0,4.0,7.0,4.0,2.0,1.0,2.0,2.0,"$20,000-24,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3258,2.0,,38.0,6048.0,4.0,5.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,"$6,000-6,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3259,2.0,,46.0,15960.0,3.0,7.0,7.0,7.0,4.0,,3.0,2.0,1.0,"$15,000-19,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3266,1.0,1.0,25.0,10920.0,2.0,,,,,1.0,1.0,1.0,3.0,"$10,000-10,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3268,1.0,1.0,58.0,18480.0,5.0,,,,,1.0,2.0,2.0,2.0,"$15,000-19,999",NOT VERY STRONG REPUBLICAN
3271,1.0,,,,5.0,5.0,5.0,7.0,5.0,1.0,3.0,1.0,2.0,,NOT VERY STRONG REPUBLICAN
3272,2.0,,56.0,21840.0,3.0,7.0,7.0,7.0,6.0,2.0,3.0,3.0,3.0,"$20,000-24,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3276,3.0,2.0,56.0,15960.0,7.0,,,,,,3.0,3.0,3.0,"$15,000-19,999",OTHER PARTY 
3279,1.0,1.0,70.0,36960.0,3.0,,,,,,2.0,1.0,1.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3280,1.0,,22.0,30240.0,7.0,7.0,4.0,7.0,1.0,1.0,2.0,2.0,1.0,"$30,000-39,999",OTHER PARTY 
3281,2.0,,56.0,18480.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,"$15,000-19,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3282,2.0,,39.0,9240.0,2.0,7.0,4.0,6.0,6.0,1.0,1.0,2.0,2.0,"$9,000-9,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3285,1.0,,79.0,168736.0,2.0,4.0,5.0,7.0,2.0,1.0,3.0,3.0,3.0,"$100,000-999,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3287,1.0,1.0,39.0,168736.0,6.0,,,,,1.0,1.0,2.0,2.0,"$100,000-999,999",STRONG REPUBLICAN
3289,2.0,2.0,24.0,21840.0,4.0,,,,,1.0,1.0,2.0,2.0,"$20,000-24,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3295,1.0,,26.0,36960.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,"$30,000-39,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3308,2.0,,44.0,80640.0,5.0,7.0,3.0,7.0,5.0,1.0,2.0,1.0,1.0,"$75,000-99,999",NOT VERY STRONG REPUBLICAN
3311,1.0,,31.0,45360.0,6.0,4.0,4.0,5.0,6.0,1.0,1.0,2.0,3.0,"$40,000-49,999",STRONG REPUBLICAN
3314,1.0,2.0,34.0,25200.0,7.0,,,,,1.0,3.0,2.0,3.0,"$25,000-29,999",OTHER PARTY 
3316,2.0,1.0,59.0,15960.0,3.0,,,,,,1.0,3.0,2.0,"$15,000-19,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3318,2.0,,47.0,55440.0,5.0,7.0,6.0,7.0,4.0,2.0,1.0,2.0,2.0,"$50,000-74,999",NOT VERY STRONG REPUBLICAN
3323,2.0,2.0,49.0,36960.0,4.0,,,,,2.0,2.0,2.0,1.0,"$30,000-39,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3324,3.0,2.0,38.0,15960.0,3.0,,,,,3.0,1.0,2.0,2.0,"$15,000-19,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3334,1.0,2.0,40.0,55440.0,1.0,,,,,1.0,2.0,1.0,3.0,"$50,000-74,999",NOT VERY STRONG DEMOCRAT
3335,2.0,,61.0,45360.0,3.0,3.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,"$40,000-49,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3336,3.0,,36.0,30240.0,3.0,7.0,5.0,6.0,1.0,2.0,1.0,2.0,3.0,"$30,000-39,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3338,3.0,2.0,35.0,18480.0,7.0,,,,,2.0,1.0,2.0,2.0,"$15,000-19,999",OTHER PARTY 
3342,3.0,2.0,65.0,21840.0,4.0,,,,,1.0,1.0,2.0,2.0,"$20,000-24,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3355,1.0,2.0,62.0,55440.0,6.0,,,,,1.0,2.0,1.0,1.0,"$50,000-74,999",STRONG REPUBLICAN
3357,3.0,2.0,38.0,12600.0,5.0,,,,,1.0,1.0,2.0,2.0,"$12,000-14,999",NOT VERY STRONG REPUBLICAN
3358,2.0,,38.0,67200.0,1.0,7.0,5.0,6.0,3.0,2.0,2.0,1.0,2.0,"$50,000-74,999",NOT VERY STRONG DEMOCRAT
3359,2.0,2.0,62.0,21840.0,3.0,,,,,,1.0,2.0,2.0,"$20,000-24,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3360,2.0,,,55440.0,5.0,2.0,2.0,5.0,3.0,,2.0,2.0,1.0,"$50,000-74,999",NOT VERY STRONG REPUBLICAN
3361,2.0,2.0,70.0,45360.0,0.0,,,,,2.0,2.0,2.0,2.0,"$40,000-49,999",STRONG DEMOCRAT
3363,3.0,,31.0,67200.0,1.0,7.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,"$50,000-74,999",NOT VERY STRONG DEMOCRAT
3365,3.0,2.0,50.0,45360.0,1.0,,,,,,2.0,1.0,3.0,"$40,000-49,999",NOT VERY STRONG DEMOCRAT
3366,1.0,2.0,35.0,,5.0,,,,,1.0,2.0,3.0,2.0,,NOT VERY STRONG REPUBLICAN
3370,2.0,,67.0,67200.0,0.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,"$50,000-74,999",STRONG DEMOCRAT
3372,2.0,2.0,46.0,168736.0,6.0,,,,,1.0,3.0,2.0,2.0,"$100,000-999,999",STRONG REPUBLICAN
3373,1.0,,28.0,67200.0,6.0,5.0,3.0,6.0,2.0,1.0,2.0,3.0,3.0,"$50,000-74,999",STRONG REPUBLICAN
3378,3.0,,42.0,80640.0,4.0,7.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,"$75,000-99,999","INDEPENDENT, CLOSE TO REPUBLICAN"
3382,2.0,1.0,69.0,45360.0,0.0,,,,,,2.0,3.0,3.0,"$40,000-49,999",STRONG DEMOCRAT
3384,3.0,,29.0,45360.0,2.0,7.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,"$40,000-49,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3389,2.0,,,7560.0,7.0,3.0,5.0,7.0,2.0,,2.0,3.0,1.0,"$7,000-7,999",OTHER PARTY 
3393,2.0,,42.0,12600.0,3.0,7.0,7.0,7.0,7.0,,1.0,,1.0,"$12,000-14,999","INDEPENDENT (NEITHER, NO RESPONSE)"
3394,2.0,,68.0,9240.0,6.0,7.0,7.0,7.0,6.0,,3.0,2.0,1.0,"$9,000-9,999",STRONG REPUBLICAN
3395,3.0,,39.0,94080.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,"$75,000-99,999",STRONG REPUBLICAN
3396,2.0,,31.0,10920.0,2.0,4.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,"$10,000-10,999","INDEPENDENT, CLOSE TO DEMOCRAT"
3404,2.0,,61.0,55440.0,6.0,4.0,3.0,6.0,1.0,,2.0,1.0,1.0,"$50,000-74,999",STRONG REPUBLICAN
3406,1.0,2.0,26.0,18480.0,6.0,,,,,1.0,3.0,2.0,1.0,"$15,000-19,999",STRONG REPUBLICAN
3408,3.0,,76.0,18480.0,3.0,6.0,5.0,7.0,5.0,,2.0,2.0,1.0,"$15,000-19,999","INDEPENDENT (NEITHER, NO RESPONSE)"
